ugc
449,MCG+5-2-39,1,0.25,51,PECULR,15.3
450,MCG+0-2-129,1.5,1,62,PECULR,14.5
451,MCG+3-2-24,1.3,1.3,,,16.5
452,MCG+7-2-15,11,7,170,E,9.2
453,MCG+5-2-0,1.3,0.2,173,Sc,16.5
454,MCG+7-2-16,200,80.2,35,Sb,4.3
455,MCG+0-2-131,1.6,1.6,,COMPACT,15
456,MCG+0-2-135,1.7,1.4,155,E,13.4
457,MCG+5-2-0,1.2,0.2,6,Sb-c,15.5
458,MCG+4-2-48,1.2,1.1,,SBa,14.9
459,MCG+5-2-0,1,1,,PECULR,14.4
460,MCG+8-2-0,1.2,0.8,115,Sc,14.6
461,MCG+0-2-136,2,1.2,175,Sb-c,13.6
462,MCG+0-3-1,1.3,1.2,,Sc,14.5
463,MCG+2-2-28,1.8,1.8,,Sc,13.5
464,MCG+5-2-41,2,1.7,,E?,13.8
465,MCG+5-2-42,1.8,0.45,178,SBa,14.5
466,MCG+0-3-2,1.3,0.9,165,S,15.4
467,MCG+5-2-0,1.4,0.5,140,S IV,17
468,MCG+0-3-3,1.9,1.7,,Sc,14.5
469,MCG+4-2-51,1.6,0.35,131,S,15.3
470,MCG+4-2-52,1.1,0.35,160,IRR,14.8
471,MCG+8-2-0,2,1.5,50,Sb/Sc,15.7
472,MCG+3-3-0,1.5,0.8,115,DWARF,17
473,MCG+1-3-1,1.6,1.6,,S0-a,14.8
474,MCG+2-3-0,1,0.1,83,Sc,16
475,MCG+8-2-14,1.7,0.8,105,Sc,14.9
476,MCG+0-3-5,1.3,1.3,,S,12.9
477,MCG+3-3-2,3.5,0.8,167,,15.4
478,MCG+5-2-44,1.6,0.25,116,Sa,14.5
479,MCG+5-2-46,1.1,0.6,15,SBa,15.3
480,MCG+6-2-16,1.6,1.1,,S,13.6
481,MCG+14-1-0,1.2,0.2,112,S,16
482,MCG+1-3-0,1,0.9,,Sc,17
483,MCG+4-3-0,1.2,0.5,69,IV-V,15.7
484,MCG+5-3-1,2.8,0.8,25,SBb,14.1
485,MCG+5-3-2,2.2,0.2,179,Sc,14.8
486,MCG+8-2-15,1.3,1,165,Sb/SBb,14.8
